comp_name,ticker,year,segment,industry,hq_country,ceo_sust_statem,sales,env_policy,ep_targets,env_impact_red,energy_consump,incr_renew_en,disclosure_raw,resource_target,water_withdraw,water_disclose,ghg_emis,transport_emis,years_es_report,audit_es_report,su_guidelines,su_aud_disclose,su_eva_disclose,su_env_assess,earn_per_share
Novo Nordisk A/S,NOVO,2019.0,Large,Health Care,Denmark,0,16334.80589,1,1,1,2993000,0,1,1,3149,0,179,,19,0,1,1,0,1,1.809906292
Novo Nordisk A/S,NOVO,2020.0,Large,Health Care,Denmark,1,16994.10977,1,1,1,3191000,1,0,0,3368,0,,,21,0,1,1,0,1,2.410977242
Novo Nordisk A/S,NOVO,2021.0,Large,Health Care,Denmark,1,18848.72825,1,1,1,3387000,1,0,0,3488,0,93,81,3,1,1,1,0,1,2.77643909
Novo Nordisk A/S,NOVO,2022.0,Large,Health Care,Denmark,,23785.53303,1,1,1,3677000,0,0,0,3918,0,92,2041,4,0,1,1,0,1,3.285138664
ISS A/S,ISS,2021.0,Large,Industrial Goods and Services,Denmark,1,9553.279786,1,1,1,1140101.6,1,0,1,145.948,0,80.267,6.128,8,1,0,1,1,1,0.374832664
ISS A/S,ISS,2014.0,Large,Industrial Goods and Services,Denmark,1,9947,1,1,1,202684,1,0,1,440,0,183,115.8,15,1,1,0,1,1,0.78
ISS A/S,ISS,2015.0,Large,Industrial Goods and Services,Denmark,1,10667.4,1,1,1,196560,1,0,1,331,0,140.6,122,2,1,1,0,0,1,11.9
ISS A/S,ISS,2016.0,Large,Industrial Goods and Services,Denmark,1,10651,1,1,1,190011.6,1,0,1,293,0,106.4,17.6,14,1,1,0,1,1,1.6
ISS A/S,ISS,2017.0,Large,Industrial Goods and Services,Denmark,1,10726.4,1,1,1,174794.4,0,0,1,302,0,113.2,18.2,8,1,1,0,1,1,1.4
ISS A/S,ISS,2018.0,Large,Industrial Goods and Services,Denmark,1,9886.979866,1,1,1,160945.2,0,0,1,311,0,106.003,22.285,9,1,1,0,1,1,0.872483221
ISS A/S,ISS,2019.0,Large,Industrial Goods and Services,Denmark,1,10516.06426,1,1,1,143650.8,0,0,0,308,0,101.343,21.263,6,1,1,1,1,1,0.977242303
ISS A/S,ISS,2020.0,Large,Industrial Goods and Services,Denmark,1,9347.121821,1,1,1,104878.8,0,0,1,207.071,0,77.474,5.814,7,1,1,0,0,1,-3.775100402
ISS A/S,ISS,2022.0,Large,Industrial Goods and Services,Denmark,,10290.65654,1,1,1,156103.2,0,0,0,105.769,0,76.665,1569.421,9,0,1,0,0,1,1.478581232
NNIT A/S,NNIT,2014.0,Mid,Technology,Denmark,0,323.1,1,1,1,,0,,0,,0,,,0,0,1,0,0,0,1.12
NNIT A/S,NNIT,2015.0,Mid,Technology,Denmark,0,348.6,1,0,1,,0,0,0,,0,,,,0,1,0,1,1,1.14
NNIT A/S,NNIT,2016.0,Mid,Technology,Denmark,0,372,0,0,0,,0,0,0,,0,,,5,0,0,0,0,0,1.2
NNIT A/S,NNIT,2017.0,Mid,Technology,Denmark,0,387.9,1,0,1,,0,0,0,,0,,,0,0,1,0,0,0,1.2
NNIT A/S,NNIT,2019.0,Mid,Technology,Denmark,0,409.47,0,0,0,,0,0,0,,0,,,,0,0,0,0,0,0.985274431
NNIT A/S,NNIT,2020.0,Mid,Technology,Denmark,1,378.8487282,1,1,1,67219.308,1,0,1,,0,,,1,0,0,1,0,0,0.406961178
NNIT A/S,NNIT,2021.0,Mid,Technology,Denmark,1,385.1405622,1,0,0,69849.6192,1,0,0,,0,3.0174,0.4951,2,0,0,1,0,0,-0.040160643
NNIT A/S,NNIT,2022.0,Mid,Technology,Denmark,,201.6247134,1,1,1,70765.2,1,0,1,,0,3.2412,20.3726,7,0,1,0,1,1,-1.396587182
Royal UNIBREW A/S,RBREW,2014.0,Large,Consumer Goods and Services,Denmark,0,812.9,1,1,1,778046,0,0,1,2961000,1,,,11,0,1,0,0,1,7.54
Royal UNIBREW A/S,RBREW,2015.0,Large,Consumer Goods and Services,Denmark,0,808.6,1,1,1,769860,0,0,1,3033030,0,,,12,0,1,0,0,1,1.74
Royal UNIBREW A/S,RBREW,2016.0,Large,Consumer Goods and Services,Denmark,1,853.3,1,1,0,754884,0,0,0,3000180,0,,,18,0,1,0,0,0,2
Royal UNIBREW A/S,RBREW,2017.0,Large,Consumer Goods and Services,Denmark,0,857,1,0,1,,0,0,0,,0,,,2,0,1,0,0,0,2.1
Royal UNIBREW A/S,RBREW,2018.0,Large,Consumer Goods and Services,Denmark,,977.4194412,1,1,1,769680,0,1,1,3330,0,,,6,0,1,0,0,0,2.758953205
Royal UNIBREW A/S,RBREW,2019.0,Large,Consumer Goods and Services,Denmark,1,1029.782999,1,1,1,774720,0,0,1,3330000,1,40,173,7,0,1,0,0,1,3.065595716
Royal UNIBREW A/S,RBREW,2020.0,Large,Consumer Goods and Services,Denmark,1,1011.646586,1,1,1,722880,0,0,1,3330000,1,35.7,173,10,0,1,0,1,1,3.224899598
Royal UNIBREW A/S,RBREW,2021.0,Large,Consumer Goods and Services,Denmark,1,1170.8166,1,1,1,793080,1,0,1,3480000,0,,,6,0,1,0,1,1,3.547523427
Royal UNIBREW A/S,RBREW,2022.0,Large,Consumer Goods and Services,Denmark,,1544.034626,1,1,1,900000,1,0,1,3750000,1,40.5,,5,0,1,0,0,1,3.105005645
Tryg A/S,TRYG,2014.0,Large,Finance,Denmark,1,2505.04,1,1,1,,0,0,0,,0,5.2,1.6,5,0,0,0,0,1,1.17
Tryg A/S,TRYG,2015.0,Large,Finance,Denmark,1,2410,1,1,1,31635,0,0,0,,0,5.2,3,9,0,1,0,1,1,0.74
Tryg A/S,TRYG,2016.0,Large,Finance,Denmark,1,2383.2,1,1,1,,0,0,1,,0,4.3,,6,0,0,,0,0,1.2
Tryg A/S,TRYG,2017.0,Large,Finance,Denmark,0,2339.9,1,1,1,,0,0,0,,0,4.1,,1,0,1,1,0,1,0.3
Tryg A/S,TRYG,2018.0,Large,Finance,Denmark,1,2372.483221,1,1,1,39895.3728,0,0,0,,0,5.524,,8,0,1,1,1,0,0.770469799
Tryg A/S,TRYG,2019.0,Large,Finance,Denmark,1,2910.441767,1,1,1,,0,0,0,,0,,,2,0,1,1,0,0,1.261044177
Tryg A/S,TRYG,2020.0,Large,Finance,Denmark,1,3044.56,1,1,1,,0,0,1,,0,1.956,0.545,10,0,1,0,1,1,9.19
Tryg A/S,TRYG,2021.0,Large,Finance,Denmark,1,3181.793842,1,1,1,55849,1,0,0,,0,1.353,0.406,13,0,1,0,1,1,0.738955823
Tryg A/S,TRYG,2022.0,Large,Finance,Denmark,,4561.804398,1,1,1,73574,0,0,0,,0,2.267,2.271,9,0,1,0,1,1,0.466422926
TORM plc,TRMD,2015.0,Large,Industrial Goods and Services,United Kingdom,0,783.8,1,1,1,,0,0,0,,0,1317.5,6.1,5,0,0,0,0,0,2.29
DFDS A/S,DFDS,2014.0,Large,Industrial Goods and Services,Denmark,1,1713,1,1,1,,0,0,1,,0,,,12,0,1,0,0,1,4.64
DFDS A/S,DFDS,2015.0,Large,Industrial Goods and Services,Denmark,1,1809.7,1,1,1,,,0,1,,0,,,5,0,1,0,0,1,2.21
DFDS A/S,DFDS,2016.0,Large,Industrial Goods and Services,Denmark,1,1856,1,1,1,,0,0,0,,0,1542.9,,6,0,1,0,0,1,3.5
DFDS A/S,DFDS,2017.0,Large,Industrial Goods and Services,Denmark,1,1923.2,1,1,1,21069000,0,0,1,,0,1597,,8,0,1,0,1,1,3.9
DFDS A/S,DFDS,2018.0,Large,Industrial Goods and Services,Denmark,1,2109.677852,1,1,1,24878000,0,0,1,,1,1879,,12,1,1,1,1,1,3.89261745
DFDS A/S,DFDS,2019.0,Large,Industrial Goods and Services,Denmark,1,2269.92,1,1,1,29077000,0,0,0,,1,2196,,13,0,1,1,1,0,3.052208835
DFDS A/S,DFDS,2020.0,Large,Industrial Goods and Services,Denmark,1,1870.281124,1,1,1,26850000,0,0,1,,0,2019.99,,4,0,1,0,0,1,1.012048193
DFDS A/S,DFDS,2021.0,Large,Industrial Goods and Services,Denmark,1,2392.10174,1,1,1,33900000,0,0,1,,0,2550.9,909,13,0,1,0,1,1,2.231593039
DFDS A/S,DFDS,2022.0,Large,Industrial Goods and Services,Denmark,,3612.17395,1,1,1,36000000,0,0,1,248.998,0,2705,1203,11,0,1,0,1,1,4.709953306
Sparekassen Sjaelland-Fyn A/S,SPKSJF,2020.0,Mid,Finance,Denmark,1,138.6211513,1,1,1,,0,0,1,,0,,,0,0,0,,0,0,1.579651941
Sparekassen Sjaelland-Fyn A/S,SPKSJF,2021.0,Mid,Finance,Denmark,0,161.8914324,0,0,0,,0,0,0,,0,,,4,0,0,0,0,0,3.253012048
Sparekassen Sjaelland-Fyn A/S,SPKSJF,2022.0,Mid,Finance,Denmark,,181.6150736,1,0,1,,0,0,0,,0,,,6,0,1,0,0,0,2.688329513
Sparekassen Sjaelland-Fyn A/S,SPKSJF,2016.0,Mid,Finance,Denmark,1,2.8,1,1,1,,0,0,1,,0,,,8,0,1,0,0,1,1.7
Sparekassen Sjaelland-Fyn A/S,SPKSJF,2017.0,Mid,Finance,Denmark,1,101.5,1,1,1,,0,0,0,,0,,,3,0,0,0,0,0,2.1
Sparekassen Sjaelland-Fyn A/S,SPKSJF,2018.0,Mid,Finance,Denmark,0,134.8683221,1,1,,,0,0,1,,0,,,,0,,,,,1.248322148
Sparekassen Sjaelland-Fyn A/S,SPKSJF,2019.0,Mid,Finance,Denmark,1,148.9959839,0,0,1,,0,0,0,,0,,,5,0,1,0,0,0,1.56626506
Scandinavian Tobacco Group A/S,STG,2015.0,Large,Consumer Goods and Services,Denmark,0,902.4,1,1,1,,0,0,0,,0,,,2,0,1,0,0,0,0.9
Scandinavian Tobacco Group A/S,STG,2016.0,Large,Consumer Goods and Services,Denmark,1,907.9,1,1,1,,0,1,1,,0,,,3,0,0,0,0,0,0.9
Scandinavian Tobacco Group A/S,STG,2017.0,Large,Consumer Goods and Services,Denmark,0,867.6,1,0,1,,0,0,0,,0,,,1,0,0,0,0,0,1
Scandinavian Tobacco Group A/S,STG,2018.0,Large,Consumer Goods and Services,Denmark,0,901.6778523,1,0,1,,0,0,0,,0,,,5,0,0,0,0,0,0.604026846
Scandinavian Tobacco Group A/S,STG,2019.0,Large,Consumer Goods and Services,Denmark,,918.5474382,1,1,1,200123,0,0,0,157.355,0,,,5,0,1,0,0,0,1.002781046
Scandinavian Tobacco Group A/S,STG,2020.0,Large,Consumer Goods and Services,Denmark,1,1071.753681,0,1,0,495426,0,0,0,438.106,0,,,5,0,1,0,0,0,0.910307898
Scandinavian Tobacco Group A/S,STG,2021.0,Large,Consumer Goods and Services,Denmark,1,1102.10174,1,1,1,348649.2,0,1,1,247.145,0,35.1,,8,0,1,0,0,0,1.941097724
Scandinavian Tobacco Group A/S,STG,2022.0,Large,Consumer Goods and Services,Denmark,,1177.757159,1,1,1,333154.8,1,0,1,238.96,0,29.372,,6,0,1,0,0,0,2.177546905
Per Aarsleff Holding A/S,PAAL,2020.0,Mid,Industrial Goods and Services,Denmark,1,1779.827175,1,1,1,,0,0,1,,0,,,4,0,1,1,1,1,2.493975904
Per Aarsleff Holding A/S,PAAL,2014.0,Mid,Industrial Goods and Services,Denmark,0,1142.4,1,1,1,,1,0,0,,0,,,5,0,1,0,0,1,16.7
Per Aarsleff Holding A/S,PAAL,2015.0,Mid,Industrial Goods and Services,Denmark,0,1374.5,1,0,1,,0,0,0,,0,,,6,0,0,0,0,0,24.1
Per Aarsleff Holding A/S,PAAL,2016.0,Mid,Industrial Goods and Services,Denmark,1,1402.4,1,1,1,,0,0,0,,0,,,5,0,0,0,0,0,2
Per Aarsleff Holding A/S,PAAL,2017.0,Mid,Industrial Goods and Services,Denmark,1,1501.8,1,1,1,,0,0,1,,0,,,5,0,0,0,0,0,1.8
Per Aarsleff Holding A/S,PAAL,2018.0,Mid,Industrial Goods and Services,Denmark,0,1625.269396,1,0,1,,0,0,0,,0,,,2,0,1,1,1,1,2.206711409
Per Aarsleff Holding A/S,PAAL,2019.0,Mid,Industrial Goods and Services,Denmark,0,1800.937082,1,1,1,,1,1,1,,0,,,3,0,1,,0,1,2.368139224
Per Aarsleff Holding A/S,PAAL,2021.0,Mid,Industrial Goods and Services,Denmark,0,1967.041633,1,0,1,,0,0,0,,0,,,2,0,1,1,0,1,3.127175368
Per Aarsleff Holding A/S,PAAL,2022.0,Mid,Industrial Goods and Services,Denmark,,2435.56,1,1,1,63.72,0,0,1,,0,73.598,4.949,1,0,1,0,0,1,3.067383974
Tivoli A/S,TIV,2015.0,Large,Leisure,Denmark,1,128,1,1,1,38761,0,0,0,,0,,,7,0,1,0,1,1,0.1
Tivoli A/S,TIV,2016.0,Large,Leisure,Denmark,,9591.213701,1,0,1,37234.8,0,0,0,,0,,,8,0,1,0,0,1,98.28741623
Tivoli A/S,TIV,2017.0,Large,Leisure,Denmark,0,126.5,1,0,1,36742,0,1,0,119,0,,,9,0,1,0,0,1,0.2
Tivoli A/S,TIV,2018.0,Large,Leisure,Denmark,0,142.1208054,1,1,0,,0,0,1,146.5802,0,,,4,0,1,0,0,0,2.214765101
Tivoli A/S,TIV,2019.0,Large,Leisure,Denmark,1,199.1700134,1,1,1,45684,0,0,0,125.4381,0,,,11,0,1,0,0,1,3.922356091
Tivoli A/S,TIV,2020.0,Large,Leisure,Denmark,1,63.94912985,1,0,1,45.2484,0,0,0,82.208,0,2,42,12,0,1,0,0,1,-3.346720214
Tivoli A/S,TIV,2021.0,Large,Leisure,Denmark,1,96.291834,1,0,1,,0,0,0,101.726,0,2.092,37.313,17,0,1,0,0,0,-0.977242303
Tivoli A/S,TIV,2022.0,Large,Leisure,Denmark,,151.9040591,1,1,1,46476,,1,0,118.3,0,2.26,60.05,1,0,1,0,1,1,1.532347822
Nordic Waterproofing Holding AB,NWG,2017.0,Mid,Industrial Goods and Services,Sweden,1,222,1,1,1,102982,0,0,0,,0,,,2,1,1,0,0,0,0.6
Nordic Waterproofing Holding AB,NWG,2019.0,Mid,Industrial Goods and Services,Sweden,1,297.2767092,1,1,1,,1,0,1,,0,6237,,3,0,1,1,0,0,0.779851457
Demant A/S,DEMANT,2019.0,Mid,Health Care,Denmark,0,2000.803213,1,1,1,,0,0,1,,0,27.8,,10,0,1,0.008215223,1,1,0.803212851
Demant A/S,DEMANT,2020.0,Mid,Health Care,Denmark,1,1936.947791,1,1,1,121320,0,0,1,,0,21.681,,,0,1,0,1,1,0.626506024
Demant A/S,DEMANT,2021.0,Mid,Health Care,Denmark,1,2461.579652,1,1,1,335195,0,0,0,,0,30.588,500.11,2,0,1,1,1,1,1.432396252
Demant A/S,DEMANT,2022.0,Mid,Health Care,Denmark,,2648.663907,1,1,1,358639.2,1,0,1,,0,31.349,643.453,13,0,1,1,1,1,1.237969783
Demant A/S,DEMANT,2014.0,Mid,Health Care,Denmark,1,1252.8,1,1,1,,0,0,1,,0,,,7,0,1,0.06,1,1,3.19
Demant A/S,DEMANT,2015.0,Mid,Health Care,Denmark,1,1429.6,1,1,1,,0,0,1,,0,14.4,,7,0,1,0,0,1,3.57
Demant A/S,DEMANT,2016.0,Mid,Health Care,Denmark,1,1615.3,1,0,1,182945,0,0,0,,0,15.1,,19,0,1,0,0,1,0.7
Demant A/S,DEMANT,2017.0,Mid,Health Care,Denmark,1,1770.3,1,0,1,,1,0,1,,0,14.3,,6,0,1,1,1,1,6.8
Demant A/S,DEMANT,2018.0,Mid,Health Care,Denmark,1,1870.738255,1,0,1,,0,0,0,,0,24.9,,9,0,1,3.00E-04,1,1,0.982550336
GreenMobility A/S,GREENM,2022.0,Large,Unknown,Denmark,,13.08006724,1,1,1,12013.2,0,0,0,,0,0.44907,6.09282,3,0,1,,0,1,2.268950109
Ringkjøbing Landbobank A/S,RILBA,2015.0,Large,Finance,Denmark,1,127.9,1,1,1,,0,0,0,,0,,,7,0,1,0,0,1,
Ringkjøbing Landbobank A/S,RILBA,2016.0,Large,Finance,Denmark,0,250.134,0,0,0,,0,0,0,,0,,,,0,0,0,0,0,3.3
Ringkjøbing Landbobank A/S,RILBA,2017.0,Large,Finance,Denmark,0,258.975,0,0,0,,0,0,0,,0,,,,0,1,0,0,0,
Ringkjøbing Landbobank A/S,RILBA,2018.0,Large,Finance,Denmark,0,268.590604,1,0,1,,0,0,0,,0,,,0,0,0,0,0,0,0.652348993
Ringkjøbing Landbobank A/S,RILBA,2019.0,Large,Finance,Denmark,0,319.3344043,1,1,1,19583,0,0,1,5098,0,0.1947,,11,0,1,0,0,1,4.431994645
Ringkjøbing Landbobank A/S,RILBA,2020.0,Large,Finance,Denmark,1,274.8088353,1,1,1,18385,1,0,1,5.254,0,0.2739,,6,0,1,0,0,0,4.224899598
Ringkjøbing Landbobank A/S,RILBA,2021.0,Large,Finance,Denmark,1,305.4767068,1,1,1,14990,1,0,1,3.462,0,0.2354,,7,0,1,0,0,1,0.572436412
Ringkjøbing Landbobank A/S,RILBA,2022.0,Large,Finance,Denmark,,384.6999533,1,1,1,14275,0,0,1,4.085,0,0.1853,388.687,4,0,1,0,0,0,9.610778008
Nilfisk Holding A/S,NLFSK,2017.0,Mid,Industrial Goods and Services,Denmark,1,1081.9,1,1,1,,0,0,1,130,0,,,2,0,0,1,1,1,1.5
Nilfisk Holding A/S,NLFSK,2018.0,Mid,Industrial Goods and Services,Denmark,1,1054.3,1,1,1,,0,0,1,,0,,,3,0,1,0,0,0,0.37
Nilfisk Holding A/S,NLFSK,2019.0,Mid,Industrial Goods and Services,Denmark,1,967,1,1,1,,0,0,0,,0,,,,0,1,1,0,0,0.32
Nilfisk Holding A/S,NLFSK,2020.0,Mid,Industrial Goods and Services,Denmark,0,832.9,1,1,1,,0,0,0,108.465,0,11.57,,0,0,1,0,0,1,-0.74
Nilfisk Holding A/S,NLFSK,2021.0,Mid,Industrial Goods and Services,Denmark,1,994.9,1,1,1,,0,0,1,106.4,0,22.626,1771880,6,0,1,1,1,1,1.88
Nilfisk Holding A/S,NLFSK,2022.0,Mid,Industrial Goods and Services,Denmark,,1069.5,1,1,1,334137.6,0,0,1,79.733,0,20.316,1928.54,7,1,1,0.014705882,1,1,1.5
Orphazyme A/S,ORPHA,2017.0,Mid,Health Care,Denmark,0,17.6,0,0,0,,0,0,0,,0,,,0,0,0,0,0,0,1.4
Orphazyme A/S,ORPHA,2018.0,Mid,Health Care,Denmark,0,0,0,0,0,,0,0,0,,0,,,2,0,1,0,0,0,-1.543624161
Orphazyme A/S,ORPHA,2019.0,Mid,Health Care,Denmark,1,0,0,0,1,,0,0,0,,0,,,3,0,1,0,0,0,-2.258366801
Orphazyme A/S,ORPHA,2020.0,Mid,Health Care,Denmark,0,0,0,0,0,,0,0,1,,0,,,4,0,0,0,0,0,-2.987951807
Ambu A/S,AMBU,2015.0,Large,Health Care,Denmark,0,253.2,1,1,1,,0,0,1,,0,,,11,0,1,0,1,1,0.41
Ambu A/S,AMBU,2016.0,Large,Health Care,Denmark,0,280.5,1,0,0,,0,0,1,,0,,,11,0,1,0,1,1,0.7
Ambu A/S,AMBU,2017.0,Large,Health Care,Denmark,0,316.1,1,0,0,,0,0,0,,0,,,,0,1,0,0,0,0.8
Ambu A/S,AMBU,2018.0,Large,Health Care,Denmark,0,349.7986577,1,0,1,,0,0,0,,0,,,13,0,1,0,0,0,0.182550336
Ambu A/S,AMBU,2019.0,Large,Health Care,Denmark,0,377.5100402,1,1,1,130849,0,0,1,129958,0,19311,,10,0,1,0,0,1,0.171352075
Ambu A/S,AMBU,2021.0,Large,Health Care,Denmark,1,537.2155288,1,1,1,199927,1,0,0,137.115,0,22.356,,12,1,1,0,0,1,0.131191432
Ambu A/S,AMBU,2022.0,Large,Health Care,Denmark,,597.3468177,1,1,1,224342,1,0,0,125.549,0,19.36,,3,0,1,1,0,0,0.049734096
Better Collective A/S,BETCO,2017.0,Large,Consumer Goods and Services,Denmark,0,26.3,0,0,0,,0,0,0,,0,,,0,0,0,0,0,0,13.9
Better Collective A/S,BETCO,2018.0,Large,Consumer Goods and Services,Denmark,0,40.483,1,0,0,,0,0,0,,0,,,1,0,0,0,0,0,0.15
Better Collective A/S,BETCO,2019.0,Large,Consumer Goods and Services,Denmark,1,67.449,1,0,0,,0,0,0,,0,0.22909,0.73014,2,0,0,0,0,0,0.31
Better Collective A/S,BETCO,2020.0,Large,Consumer Goods and Services,Denmark,1,91.186,1,0,1,,0,0,0,,0,0.12343,0.17688,3,0,0,0,0,0,0.45
Better Collective A/S,BETCO,2021.0,Large,Consumer Goods and Services,Denmark,1,177.051,1,0,1,,0,0,0,,,0.14396,0.34642,4,0,0,0,0,0,0.33
Better Collective A/S,BETCO,2022.0,Large,Consumer Goods and Services,Denmark,,262.297,1,0,1,,0,0,0,,0,0.06032,1.3625,6,0,0,0,0,0,0.85
Netcompany Group A/S,NETC,2017.0,Large,Technology,Denmark,0,190.1,1,0,0,,0,0,0,,0,,,3,0,0,0,0,0,
Netcompany Group A/S,NETC,2018.0,Large,Technology,Denmark,1,275.5973154,1,1,0,,0,0,1,,0,,,1,0,0,0,0,0,0.489932886
Netcompany Group A/S,NETC,2019.0,Large,Technology,Denmark,1,328.4943775,1,1,1,,0,0,1,,0,,,8,0,0,0,0,0,1.0562249
Netcompany Group A/S,NETC,2020.0,Large,Technology,Denmark,1,380,1,1,1,13812.32,1,0,1,9.07904,0,0.49824,0.52592,3,0,0,0,0,0,0.872824632
Netcompany Group A/S,NETC,2021.0,Large,Technology,Denmark,1,486.2076305,0,1,1,23214.31,0,0,0,11.361,0,0.87101,,3,0,0,0,0,0,1.552878179
Netcompany Group A/S,NETC,2022.0,Large,Technology,Denmark,,745.2049409,1,1,1,40793.6,1,0,0,11.5576,0,1.5946,2.8681,5,0,1,0,0,1,1.633160179
SP Group A/S,SPG,2017.0,Mid,Basic Materials,Denmark,0,252.9,1,0,0,240564,0,1,0,19,0,,,9,0,1,0,0,0,7.7
SP Group A/S,SPG,2018.0,Mid,Basic Materials,Denmark,0,262.8187919,1,1,1,212015,1,1,1,21.109,0,,,report ESG present,0,1,0,0,0,1.89261745
SP Group A/S,SPG,2019.0,Mid,Basic Materials,Denmark,1,269.4688086,1,1,1,217425.1068,0,1,0,23.8,0,,,8,0,1,0,0,1,1.668005355
SP Group A/S,SPG,2020.0,Mid,Basic Materials,Denmark,1,291.5915663,1,1,1,287650.396,0,1,1,22.96,0,25.411,,,0,1,0,0,1,1.706827309
SP Group A/S,SPG,2021.0,Mid,Basic Materials,Denmark,1,332.1109772,1,1,1,240312.276,0,1,0,28.982,0,28.005,,1,0,1,0,1,1,2.200803213
SP Group A/S,SPG,2022.0,Mid,Basic Materials,Denmark,,357.0084413,1,1,1,234792.6897,0,1,0,30.534,0,28.294,,6,0,1,0,0,1,2.350932846
The Drilling Company of 1972 A/S,DRLCO,2019.0,Large,Energy,Denmark,1,1091.071429,1,1,1,5559100,0,0,1,9.6,0,448.1,,2,0,1,1,1,1,-2.410714286
The Drilling Company of 1972 A/S,DRLCO,2020.0,Large,Energy,Denmark,1,978.5714286,1,1,1,44450.34,0,0,1,10.3,0,399.2,,3,0,1,1,1,1,-35.625
The Drilling Company of 1972 A/S,DRLCO,2021.0,Large,Energy,Denmark,1,1131.25,1,1,1,473188000,0,0,1,1834,0,37173,28952,4,1,,1,1,1,6.25
The Drilling Company of 1972 A/S,DRLCO,2022.0,Large,Energy,Denmark,,,,,,,,,,,,,,,,,,,,
NTG Nordic Transport Group,NTG,2021.0,Large,Industrial Goods and Services,Denmark,1,977.4966533,1,1,1,,0,0,1,15.63,0,3.033,527.775,5,1,1,0,0,1,2.054886212
Jeudan A/S,JDAN,2015.0,Large,Finance,Denmark,0,161.9,1,1,1,,0,0,0,,0,,,,0,0,0,0,0,9.92
Jeudan A/S,JDAN,2016.0,Large,Finance,Denmark,1,166.5,1,0,1,,0,0,1,,0,,,8,0,1,0,0,1,3.7
Jeudan A/S,JDAN,2017.0,Large,Finance,Denmark,0,179,1,0,1,,1,0,0,,0,,,3,0,1,0,0,1,9.1
Jeudan A/S,JDAN,2019.0,Large,Finance,Denmark,1,159.0849062,1,1,1,,0,0,0,,0,,,5,0,1,0,0,1,10.16064257
Jeudan A/S,JDAN,2020.0,Large,Finance,Denmark,1,205.3649264,1,1,1,1779.1668,0,0,0,1.877,0,,,6,0,1,0,0,1,1.089692102
Jeudan A/S,JDAN,2021.0,Large,Finance,Denmark,1,242.7808568,1,1,1,1796.8428,0,0,0,132.079,0,,,7,0,1,0,0,1,5.676037483
Jeudan A/S,JDAN,2022.0,Large,Finance,Denmark,,212.7812809,1,1,1,,0,0,0,,0,,,8,0,1,0,0,1,8.152359247
Penneo A/S,PENNEO,2022.0,Mid,Technology,Denmark,,9685.733742,1,1,1,5742.6,0,0,1,22.7375,0,1.0999,,1,0,0,0,0,0,-0.087370709
Vestas Wind Systems A/S,VWS,2020.0,Large,Energy,Denmark,1,14819,1,1,1,2235600,1,1,1,421,0,73,9790,22,1,1,1,1,1,3.89
Vestas Wind Systems A/S,VWS,2021.0,Large,Energy,Denmark,1,15587,1,1,1,2656800,1,0,1,378,1,102,10560,17,0,1,1,1,1,0.17
Vestas Wind Systems A/S,VWS,2022.0,Large,Energy,Denmark,,14486,1,1,1,2307600,1,0,1,341,1,100,8180,9,0,1,1,1,1,0.17
H. Lundbeck A/S,LUN,2021.0,Large,Health Care,Denmark,1,2181.927711,1,1,1,388944,1,1,1,223.339,0,40.487,148.523,7,1,1,1,1,1,0.887550201
"Tallink Grupp, AS",TALLINK,2020.0,Large,Consumer Goods and Services,Estonia,0,442.9,1,0,1,,0,0,0,,0,,,5,0,0,0,0,0,-0.16
Ålandsbanken Abp,ALBAV,2015.0,Mid,Finance,Finland,1,124.9,0,0,0,,0,0,0,,0,,,3,0,0,0,0,0,1.59
Ålandsbanken Abp,ALBAV,2016.0,Mid,Finance,Finland,0,120.4,0,1,1,9252,1,0,0,,0,307.2,,,0,0,0,0,0,1.3
Ålandsbanken Abp,ALBAV,2017.0,Mid,Finance,Finland,1,128,1,1,1,9000,0,0,0,,0,,,2,0,0,0,0,0,1.4
Ålandsbanken Abp,ALBAV,2018.0,Mid,Finance,Finland,0,127.6,1,1,1,8604,1,0,0,,0,,,3,0,1,0,1,1,1.48
Ålandsbanken Abp,ALBAV,2019.0,Mid,Finance,Finland,1,133.9,1,1,1,8064,1,0,0,,0,,,,0,0,0,0,0,1.69
Ålandsbanken Abp,ALBAV,2020.0,Mid,Finance,Finland,1,162.28,1,1,1,7596,1,1,1,,0,,,8,0,1,0,0,0,2.02
Ålandsbanken Abp,ALBAV,2021.0,Mid,Finance,Finland,1,176.024,1,1,1,7920,1,0,0,,0,0.3,0.5,9,0,1,0,0,0,2.55
Ålandsbanken Abp,ALBAV,2022.0,Mid,Finance,Finland,,184.122,1,1,1,7596,1,0,1,,0,0.038,1819.517,14,0,1,0,0,0,2.37
Kesko Oyj,KESKOB,2014.0,Large,Consumer Goods and Services,Finland,1,9071,1,1,1,4810000,0,0,1,1112,0,173,7363.1,15,1,1,0,1,1,1.65
Kesko Oyj,KESKOB,2015.0,Large,Consumer Goods and Services,Finland,1,8679,1,1,1,3966000,1,0,1,1069,1,187.5,7037.3,16,1,1,1,1,1,1.7
Kesko Oyj,KESKOB,2016.0,Large,Consumer Goods and Services,Finland,1,10180.4,1,1,1,3320000,1,0,1,1134,0,125,9042.8,17,0,1,0,1,1,1
Kesko Oyj,KESKOB,2017.0,Large,Consumer Goods and Services,Finland,1,10676,1,1,1,3503178,1,0,1,1127,0,130.6,9888.2,20,1,1,0,1,1,2.6
