,comp_name,ticker,year,gvkey,org_number,isin,finbas_id,segment,industry,supersector,supersector_icb,hq_country,ceo_sust_statem,reported_curr,sales,env_policy,ep_targets,env_impact_red,energy_consump,incr_renew_en,disclosure_raw,resource_target,water_withdraw,water_disclose,ghg_emis,transport_emis,years_es_report,audit_es_report,su_guidelines,su_aud_disclose,su_eva_disclose,su_env_assess,earn_per_share,combined
967,eQ Oyj,EQV1V,2020.0,102073.0,FI16254419,FI0009009617,3305,Mid,Financial Services,Asset Manangement,3020,Finland,Y,EUR,56.7,Y,Y,Y,323.6148,Y,Y,N,ND,N,ND,0.003961,0,N,N,N,N,N,0.6,eQ Oyj (EQV1V)
968,eQ Oyj,EQV1V,2021.0,102073.0,FI16254419,FI0009009617,3305,Mid,Financials,Financial Services,3020,Finland,Y,EUR,79.473,Y,N,Y,ND,Y,N,N,ND,N,ND,ND,5,N,Y,N,N,N,0.93,eQ Oyj (EQV1V)
969,eQ Oyj,EQV1V,2022.0,102073.0,FI16254419,FI0009009617,3305,Large,Financials,Financial Services,3020,Finland,,EUR,77.665,Y,Y,Y,374.256,N,Y,N,ND,N,ND,ND,6,N,Y,N,N,N,0.87,eQ Oyj (EQV1V)
970,eQ Oyj,EQV1V,2016.0,102073.0,FI16254419,FI0009009617,3305,Mid,Financials,Financial Services,8700,Finland,N,EUR,35.4,Y,N,Y,ND,N,N,N,ND,N,ND,ND,7,N,Y,N,Y,Y,0.4,eQ Oyj (EQV1V)
971,Ahlstrom-Munksjö Oyj,AM1,2014.0,220522.0,FI16700431,FI0009010391,5877,Mid,Basic Materials,Basic Resources,1700,Finland,Y,EUR,1001.1,Y,Y,Y,8667000,N,Y,Y,26,N,333.4,ND,10,N,Y,N,N,Y,-0.06,Ahlstrom Oyj (AHL1V)
972,Ahlstrom-Munksjö Oyj,AM1,2015.0,220522.0,FI16700431,FI0009010391,5877,Mid,Basic Materials,Basic Resources,1700,Finland,N,EUR,1074.7,Y,Y,Y,12976250,Y,Y,Y,24000,N,502.2,ND,11,N,Y,N,N,N,0.06,Ahlstrom Oyj (AHL1V)
973,Ahlstrom-Munksjö Oyj,AM1,2016.0,220522.0,FI16700431,FI0009010391,5877,Mid,Basic Materials,Basic Resources,1700,Sweden,Y,EUR,1085.9,Y,Y,Y,11900837,N,Y,Y,23000,Y,467.2,ND,ND,Y,Y,N,N,Y,0.6,Ahlstrom Oyj (AHL1V)
974,Lassila & Tikanoja Oyj,LAT1V,2014.0,101564.0,FI16801400,FI0009010854,43610,Mid,Industrials,Industrial Goods & Services,2700,Finland,Y,EUR,639.7,Y,Y,Y,688573.08,N,N,Y,ND,N,69,30.6,7,Y,Y,N,N,Y,0.47,Lassila & Tikanoja Oyj (LAT1V)
975,Lassila & Tikanoja Oyj,LAT1V,2015.0,101564.0,FI16801400,FI0009010854,43610,Mid,Industrials,Industrial Goods & Services,2700,Finland,Y,EUR,646.3,Y,Y,Y,670083.84,N,N,Y,ND,N,59.5,45.6,12,Y,Y,N,N,Y,0.98,Lassila & Tikanoja Oyj (LAT1V)
976,Lassila & Tikanoja Oyj,LAT1V,2016.0,101564.0,FI16801400,FI0009010854,43610,Mid,Industrials,Industrial Goods & Services,2700,Finland,N,EUR,661.8,Y,Y,Y,769541.04,N,N,Y,ND,N,59.6,ND,ND,Y,Y,Y,Y,Y,1.1,Lassila & Tikanoja Oyj (LAT1V)
977,Lassila & Tikanoja Oyj,LAT1V,2017.0,101564.0,FI16801400,FI0009010854,43610,Mid,Industrials,Industrial Goods & Services,2700,Finland,N,EUR,712.1,Y,Y,Y,798023,N,N,Y,ND,N,50.3,14.9,8,Y,Y,Y,Y,Y,0.9,Lassila & Tikanoja Oyj (LAT1V)
978,Lassila & Tikanoja Oyj,LAT1V,2018.0,101564.0,FI16801400,FI0009010854,43610,Mid,Industrials,Utilities,6510,Finland,Y,EUR,802.2,Y,Y,Y,838555.2,Y,Y,Y,ND,N,52.7,16.6,11,Y,Y,Y,Y,Y,0.89,Lassila & Tikanoja Oyj (LAT1V)
979,Lassila & Tikanoja Oyj,LAT1V,2019.0,101564.0,FI16801400,FI0009010854,43610,Mid,Industrials,Industrial Goods & Services,5020,Finland,N,EUR,784.3,Y,Y,Y,817405.2,N,N,Y,ND,N,50.3,15,12,Y,Y,Y,N,Y,0.9,Lassila & Tikanoja Oyj (LAT1V)
980,Lassila & Tikanoja Oyj,LAT1V,2020.0,101564.0,FI16801400,FI0009010854,43610,Mid,Industrials,Utilities,6510,Finland,Y,EUR,802.2,Y,Y,Y,838555.2,Y,N,Y,ND,Y,40.2,16.6,6,Y,Y,Y,Y,Y,0.5,Lassila & Tikanoja Oyj (LAT1V)
981,Lassila & Tikanoja Oyj,LAT1V,2021.0,101564.0,FI16801400,FI0009010854,43610,Mid,Utilities,Utilities,6510,Finland,Y,EUR,812.5,Y,Y,Y,796204.8,N,N,Y,ND,N,42.004,17.8,8,Y,Y,Y,Y,Y,0.9,Lassila & Tikanoja Oyj (LAT1V)
982,Lassila & Tikanoja Oyj,LAT1V,2022.0,101564.0,FI16801400,FI0009010854,43610,Mid,Industrials,Utilities,6510,Finland,,EUR,844.1,Y,Y,Y,756532.8,Y,N,Y,23.837,Y,31.658,269.239,11,Y,T,Y,Y,Y,0.83,Lassila & Tikanoja Oyj (LAT1V)
983,Suominen Oyj,SUY1V,2015.0,248419.0,FI16801419,FI0009010862,43620,Mid,Consumer Goods,Personal & Household Goods,3700,Finland,Y,EUR,444,Y,Y,Y,1683166,Y,Y,Y,5542,N,140.8,ND,15,Y,Y,N,N,N,0.06,Suominen Oyj (SUY1V)
984,Suominen Oyj,SUY1V,2016.0,248419.0,FI16801419,FI0009010862,43620,Mid,Consumer Goods,Personal & Household Goods,3700,Finland,Y,EUR,416.9,Y,Y,Y,1663509,Y,Y,Y,5203,N,129.7,ND,5,N,Y,N,N,N,0.3,Suominen Oyj (SUY1V)
985,Suominen Oyj,SUY1V,2017.0,248419.0,FI16801419,FI0009010862,43620,Mid,Consumer Goods,Personal & Household Goods,3700,Finland,Y,EUR,426,Y,Y,Y,1738424,N,Y,Y,5328,N,135.7,ND,3,N,Y,N,N,Y,0.3,Suominen Oyj (SUY1V)
986,Suominen Oyj,SUY1V,2018.0,248419.0,FI16801419,FI0009010862,43620,Mid,Consumer Goods,Personal & Household Goods,3700,Finland,N,EUR,431.109,Y,Y,N,1903062,N,Y,Y,6444.709,Y,126.791,ND,18,N,Y,Y,N,N,0.03,Suominen Oyj (SUY1V)
987,Suominen Oyj,SUY1V,2019.0,248419.0,FI16801419,FI0009010862,43620,Mid,Consumer Goods,Consumer Products & Services,4020,Finland,Y,EUR,411.412,Y,Y,Y,1764510.6,N,Y,N,6578.264,Y,114.686,ND,19,N,Y,N,N,Y,0,Suominen Oyj (SUY1V)
988,Suominen Oyj,SUY1V,2020.0,248419.0, FI16801419,FI0009010862,43620,Mid,Consumer Goods,Personal Care. Drug and Grocery Stores,4520,Helsinki,Y,EUR,458.9,Y,Y,N,1989957.3,N,N,N,7074.528,Y,119.62,ND,7,N,Y,0,N,Y,0.52,Suominen Oyj (SUY1V)
989,Suominen Oyj,SUY1V,2021.0,248419.0,FI16801419,FI0009010862,43620,Mid,Consumer Staples,Personal Care. Drug and Grocery Stores,4520,Finland,Y,EUR,443.2,Y,Y,Y,1852993,N,N,Y,5927,N,97.014,ND,3,Y,Y,N,N,Y,0.36,Suominen Oyj (SUY1V)
990,Revenio Group Corporation,REG1V,2021.0,237911.0,FI17006257,FI0009010912,43630,Large,Health Care,Health Care,2010,Finland,Y,EUR,78.778,Y,N,Y,ND,N,N,N,ND,N,ND,ND,3,N,N,Y,N,Y,0.652,Revenio Group Corporation (REG1V)
991,Revenio Group Corporation,REG1V,2022.0,237911.0,FI17006257,FI0009010912,43630,Large,Health Care,Health Care,2010,Finland,,EUR,96.976,Y,N,Y,ND,N,N,N,ND,N,ND,ND,3,N,Y,Y,N,N,0.076955099,Revenio Group Corporation (REG1V)
992,Revenio Group Corporation,REG1V,2015.0,237911.0,FI17006257,FI0009010912,4363,Mid,Health Care,Health Care,4500,Finland,N,EUR,20,N,N,N,ND,N,N,Y,ND,N,ND,ND,ND,N,N,N,N,N,0.61,Revenio Group Oyj (REG)
993,Revenio Group Corporation,REG1V,2016.0,237911.0,FI17006257,FI0009010912,4363,Mid,Health Care,Health Care,4500,Finland,N,EUR,23.4,Y,N,N,ND,N,N,N,ND,N,ND,ND,5,N,N,N,N,N,0.7,Revenio Group Oyj (REG)
994,Revenio Group Corporation,REG1V,2017.0,237911.0,FI17006257,FI0009010912,4363,Mid,Health Care,Health Care,4500,Finland,N,EUR,26.8,N,N,N,ND,N,N,N,ND,N,ND,ND,0,N,N,N,N,N,0.9,Revenio Group Oyj (REG)
995,Revenio Group Corporation,REG1V,2018.0,237911.0,FI17006257,FI0009010912,4363,Mid,Health Care,Health Care,4500,Finland,N,EUR,30.658,N,N,N,ND,N,N,N,ND,N,ND,ND,0,N,N,N,N,N,0.34,Revenio Group Oyj (REG)
996,Revenio Group Corporation,REG1V,2019.0,237911.0,FI17006257,FI0009010912,4363,Mid,Health Care,Health Care,2010,Finland,N,EUR,49.5,Y,N,Y,ND,N,N,N,ND,N,ND,ND,ND,N,N,N,N,Y,365,Revenio Group Oyj (REG)
997,Revenio Group Corporation,REG1V,2020.0,237911.0,FI17006257,FI0009010912,4363,Mid,Healthcare,Health Care,2010,Finland,N,EUR,61.1,Y,N,Y,ND,N,N,N,ND,N,ND,ND,0,N,Y,Y,N,Y,0.505,Revenio Group Oyj (REG)
998,Alma Media Oyj,ALMA,2015.0,273166.0,FI19447574,FI0009013114,51370,Mid,Consumer Services,Media,5500,Finland,Y,EUR,291.5,Y,Y,Y,52125,N,Y,Y,ND,N,3.5,ND,11,N,N,N,N,N,0.13,Alma Media Oyj (ALMA)
999,Alma Media Oyj,ALMA,2016.0,273166.0,FI19447574,FI0009013114,51370,Mid,Consumer Services,Media,5500,Finland,Y,EUR,353.2,Y,N,Y,19714,N,N,N,3467,N,1.199,22.507,3,Y,N,N,N,N,0.2,Alma Media Oyj (ALMA)
1000,Alma Media Oyj,ALMA,2017.0,273166.0,FI19447574,FI0009013114,51370,Mid,Consumer Services,Media,5500,Finland,Y,EUR,367.3,Y,Y,Y,20997,N,Y,Y,3387,N,1.273,24.351,8,N,Y,N,Y,Y,0.4,Alma Media Oyj (ALMA)
1001,Alma Media Oyj,ALMA,2018.0,273166.0,FI19447574,FI0009013114,51370,Mid,Consumer Services,Media,5500,Finland,Y,EUR,354.6,Y,Y,Y,21399,N,Y,Y,3566,N,1.314,22.673,11,N,N,N,Y,Y,0.5,Alma Media Oyj (ALMA)
1002,Alma Media Oyj,ALMA,2019.0,273166.0,FI19447574,FI0009013114,51370,Mid,Consumer Services,Media,4030,Finland,Y,EUR,250.2,Y,Y,Y,17269,N,Y,Y,4068,N,1.085,21.42,12,N,Y,N,Y,Y,0.1,Alma Media Oyj (ALMA)
1003,Alma Media Oyj,ALMA,2020.0,273166.0,FI19447574,FI0009013114,51370,Mid,Consumer Discretionary,Media,4030,Finland,Y,EUR,230.2,Y,Y,Y,14373,N,N,N,N,N,0.853,18.379,12,N,Y,N,Y,Y,0.33,Alma Media Oyj (ALMA)
1004,Alma Media Oyj,ALMA,2021.0,273166.0,FI19447574,FI0009013114,51370,Mid,Consumer Services,Media,4030,Finland,,EUR,308.8,Y,Y,Y,14232,Y,N,N,ND,N,0.831,16.222,14,N,Y,N,N,Y,0.86,Alma Media Oyj (ALMA)
1005,Neste Oyj,NESTE,2014.0,272746.0,FI18523029,FI0009013296,51330,Large,Oil & Gas,Oil & Gas,500,Finland,N,EUR,15011,Y,Y,Y,45720000,Y,Y,Y,8626,Y,3585.6,ND,4,Y,Y,0.57,Y,Y,0.22,Neste Oyj (NESTE)
1006,Neste Oyj,NESTE,2015.0,272746.0,FI18523029,FI0009013296,51330,Large,Oil & Gas,Oil & Gas,500,Finland,Y,EUR,11131,Y,Y,Y,36720000,N,N,Y,8378,Y,3384.8,284,11,N,Y,N,Y,Y,2.18,Neste Oyj (NESTE)
1007,Neste Oyj,NESTE,2016.0,272746.0,FI18523029,FI0009013296,51330,Large,Oil & Gas,Oil & Gas,500,Finland,Y,EUR,11689,Y,Y,Y,46440000,N,Y,Y,9142,Y,3348.3,47070,12,Y,N,N,Y,Y,3.7,Neste Oyj (NESTE)
1008,Neste Oyj,NESTE,2017.0,272746.0,FI18523029,FI0009013296,51330,Large,Oil & Gas,Oil & Gas,500,Finland,Y,EUR,13217,Y,Y,Y,45720000,N,N,Y,9110,Y,2993,48000,ND,Y,Y,N,Y,Y,3.6,Neste Oyj (NESTE)
1009,Neste Oyj,NESTE,2018.0,272746.0,FI18523029,FI0009013296,51330,Large,Oil & Gas,Oil & Gas,500,Finland,Y,EUR,14918,Y,Y,Y,44280000,N,Y,N,9461,Y,3704,48000,14,N,Y,N,Y,Y,3.03,Neste Oyj (NESTE)
1010,Neste Oyj,NESTE,2019.0,272746.0,FI18523029,FI0009013296,51330,Large,Oil & Gas,Energy,6010,Finland,Y,EUR,15840,Y,Y,Y,46080000,N,Y,Y,9120,N,2982,49000,11,Y,Y,Y,Y,Y,2.32,Neste Oyj (NESTE)
1011,Neste Oyj,NESTE,2020.0,272746.0,FI18523029,FI0009013296,51330,Large,Oil & Gas,Energy,6010,Finland,Y,EUR,11751,Y,Y,Y,43920000,Y,Y,Y,8557,Y,2774,48000,7,Y,Y,Y,Y,Y,0.93,Neste Oyj (NESTE)
1012,Neste Oyj,NESTE,2021.0,272746.0,FI18523029,FI0009013296,51330,Large,Oil & Gas,Energy,6010,Finland,Y,EUR,15148,Y,Y,Y,36360000,Y,Y,Y,9263,Y,2347,35000,13,Y,Y,Y,Y,Y,2.3,Neste Oyj (NESTE)
1013,Neste Oyj,NESTE,2022.0,272746.0,FI18523029,FI0009013296,51330,Large,Oil & Gas,Energy,6010,Finland,,EUR,25707,Y,Y,Y,39240000,N,Y,Y,8604,Y,2100,35700,16,Y,Y,0.183800623,Y,Y,2.46,Neste Oyj (NESTE)
1014,KONE Oyj,KNEBV,2014.0,101023.0,FI19274001,FI0009013403,5328,Large,Industrials,Industrial Goods & Services,2700,Finland,Y,EUR,6933,Y,Y,Y,1750320,Y,N,Y,440,N,140.7,205.2,6,Y,Y,1,Y,Y,1.17,KONE Oyj (KNEBV)
1015,KONE Oyj,KNEBV,2015.0,101023.0,FI19274001,FI0009013403,5328,Large,Industrials,Industrial Goods & Services,2700,Finland,Y,EUR,8647,Y,Y,Y,1778400,Y,N,Y,390,N,136.5,254,8,N,Y,N,N,Y,2,KONE Oyj (KNEBV)
1016,KONE Oyj,KNEBV,2016.0,101023.0,FI19274001,FI0009013403,5328,Large,Industrials,Industrial Goods & Services,2700,Finland,Y,EUR,8784,Y,Y,Y,1864080,Y,Y,Y,350,N,135.8,169.4,13,Y,Y,Y,Y,Y,2,KONE Oyj (KNEBV)
1017,KONE Oyj,KNEBV,2017.0,101023.0,FI19274001,FI0009013403,5328,Large,Industrials,Industrial Goods & Services,2700,Finland,Y,EUR,8942.4,Y,Y,Y,1823760,Y,Y,Y,403,N,139.8,5300,13,Y,Y,Y,Y,Y,1.9,KONE Oyj (KNEBV)
1018,KONE Oyj,KNEBV,2018.0,101023.0,FI19274001,FI0009013403,5328,Large,Industrials,Industrial Goods & Services,2700,Finland,Y,EUR,9071,Y,Y,Y,1828440,Y,Y,Y,298.8,Y,153.2,12847,10,Y,Y,Y,Y,Y,1.63,KONE Oyj (KNEBV)
1019,KONE Oyj,KNEBV,2019.0,101023.0,FI19274001,FI0009013403,5328,Large,Industrials,Industrial Goods & Services,2700,Finland,Y,EUR,9982,Y,Y,Y,1795320,N,N,Y,307.2,Y,153.5,13439.4,12,Y,Y,N,Y,Y,1.8,KONE Oyj (KNEBV)
1020,KONE Oyj,KNEBV,2020.0,101023.0,FI19274001,FI0009013403,5328,Large,Industrials,Industrial Goods and Services,5020,Finland,Y,EUR,9939,Y,Y,Y,1763280,Y,Y,Y,298.8,Y,153.2,14105.5,0,N,Y,0.91,Y,Y,0.172348124,KONE Oyj (KNEBV)
1021,KONE Oyj,KNEBV,2021.0,101023.0,FI19274001,FI0009013403,53280,Large,Industrials,Industrial Goods & Services,5020,Finland,Y,EUR,10514.1,Y,Y,Y,1905120,Y,Y,Y,328.2,N,130.9,15454.1,14,N,Y,0.88,Y,Y,1.96,KONE Oyj (KNEBV)
1022,KONE Oyj,KNEBV,2022.0,101023.0,FI19274001,FI0009013403,53280,Large,Industrials,Industrial Goods and Services,5020,Finland,,EUR,10906.7,Y,Y,Y,1953720,Y,Y,Y,239.8,N,126.8,13086.1,15,N,Y,N,N,Y,1.49,KONE Oyj (KNEBV)
1023,Cargotec Oyj,CGCBV,2014.0,273071.0,FI19274028,FI0009013429,53290,Large,Industrials,Industrial Goods & Services,2700,Finland,N,EUR,3181,Y,Y,Y,340200,Y,Y,Y,83,N,27,18,6,Y,Y,N,N,Y,0.89,Cargotec Oyj (CGCBV)
1024,Cargotec Oyj,CGCBV,2015.0,273071.0,FI19274028,FI0009013429,53290,Large,Industrials,Industrial Goods & Services,2700,Finland,Y,EUR,3729.3,Y,Y,Y,330790,Y,Y,Y,91,N,33,0.1,6,N,Y,Y,Y,Y,2.21,Cargotec Oyj (CGCBV)
1025,Cargotec Oyj,CGCBV,2016.0,273071.0,FI19274028,FI0009013429,53290,Large,Industrials,Industrial Goods & Services,2700,Finland,N,EUR,3513.7,Y,Y,Y,399500,Y,N,N,115,N,36.3,ND,3,Y,Y,0.009,N,Y,1.9,Cargotec Oyj (CGCBV)
1026,Cargotec Oyj,CGCBV,2017.0,273071.0,FI19274028,FI0009013429,53290,Large,Industrials,Industrial Goods & Services,2700,Finland,N,EUR,3280,Y,Y,Y,351000,Y,N,N,90,N,31.9,13.3,5,Y,Y,Y,N,Y,2.1,Cargotec Oyj (CGCBV)
1027,Cargotec Oyj,CGCBV,2018.0,273071.0,FI19274028,FI0009013429,53290,Large,Industrials,industrial Goods & Services,2700,Finland,Y,EUR,3304,Y,Y,Y,573800,Y,N,Y,89,N,48.7,145,5,Y,Y,Y,Y,Y,2.11,Cargotec Oyj (CGCBV)
1028,Cargotec Oyj,CGCBV,2019.0,273071.0,FI19274028,FI0009013429,53290,Large,Industrials,industrial Goods & Services,2700,Finland,Y,EUR,3722,Y,Y,Y,593280,N,N,N,91.9,N,51.7,6466,6,Y,Y,Y,Y,Y,1.39,Cargotec Oyj (CGCBV)
1029,Cargotec Oyj,CGCBV,2020.0,273071.0,FI19274028,FI0009013429,53290,Large,Industrials,Industrial Goods and Services,5020,Finland,Y,EUR,3263.4,Y,Y,Y,567000,Y,N,Y,ND,N,46.6,5654,6,Y,Y,Y,Y,Y,0.13,Cargotec Oyj (CGCBV)
1030,Cargotec Oyj,CGCBV,2021.0,273071.0,FI19274028,FI0009013429,53290,Large,Industrials,Industrial Goods & Services,5020,Finland,Y,EUR,3315,Y,Y,Y,569880,Y,N,Y,ND,N,41.5,6180.5,8,Y,Y,Y,Y,Y,3.82,Cargotec Oyj (CGCBV)
1031,Cargotec Oyj,CGCBV,2022.0,273071.0,FI19274028,FI0009013429,53290,Large,Industrials,Industrial Goods and Services,5020,Finland,,EUR,4089,Y,Y,Y,586767.6,Y,N,Y,ND,N,36.2,6435,8,N,Y,Y,N,Y,0.37,Cargotec Oyj (CGCBV)
1032,Oriola Oyj (formerly Oriola-KD Corporati,OKDAV,2015.0,278136.0,FI19992150,FI0009014344,6040,Mid,Health Care,Health Care,4500,Finland,N,EUR,1620,Y,N,Y,ND,N,N,N,ND,N,ND,ND,ND,N,Y,N,N,N,0.25,Oriola Oyj (formerly Oriola-KD Corporati (OKDAV)
1033,Oriola Oyj (formerly Oriola-KD Corporati,OKDAV,2016.0,278136.0,FI19992150,FI0009014344,6040,Mid,Health Care,Health Care,4500,Finland,N,EUR,1642.1,Y,N,Y,ND,N,N,Y,ND,N,ND,ND,11,N,N,N,N,Y,0.2,Oriola Oyj (formerly Oriola-KD Corporati (OKDAV)
1034,Oriola Oyj (formerly Oriola-KD Corporati,OKDAV,2017.0,278136.0,FI19992150,FI0009014344,6040,Mid,Health Care,Health Care,4500,Finland,N,EUR,1500,N,N,N,102906,Y,N,N,ND,N,ND,ND,0,N,N,N,N,N,0.1,Oriola Oyj (formerly Oriola-KD Corporati (OKDAV)
1035,Oriola Oyj (formerly Oriola-KD Corporati,OKDAV,2018.0,278136.0,FI19992150,FI0009014344,6040,Mid,Health Care,Health Care,4500,Sweden,N,EUR,1552.2,Y,N,Y,ND,N,N,N,N,N,N,N,2,N,Y,N,N,N,0.07,Oriola Oyj (formerly Oriola-KD Corporati (OKDAV)
1036,Oriola Oyj (formerly Oriola-KD Corporati,OKDAV,2019.0,278136.0,FI19992150,FI0009014344,6040,Mid,Pharmaceutical Retailers,Healthcare,2010,Finland,Y,EUR,1721.3,Y,Y,Y,101782.8,Y,N,Y,ND,N,2582,4761,3,Y,Y,Y,Y,Y,0.04,Oriola Oyj (formerly Oriola-KD Corporati (OKDAV)
1037,Oriola Oyj (formerly Oriola-KD Corporati,OKDAV,2020.0,278136.0,FI19992150,FI0009014344,.,Mid,Health Care,Health Care,2010,Finland,Y,EUR,1.8008,Y,Y,Y,99720,Y,N,N,ND,N,2.135,4.833,4,N,Y,N,N,Y,0.06,Oriola Oyj (formerly Oriola-KD Corporati (OKDAV)
1038,Oriola Oyj (formerly Oriola-KD Corporati,OKDAV,2022.0,278136.0,FI19992150,FI0009014344,.,Mid,Health Care,Health Care,2010,Finland,,EUR,1515.5,Y,Y,Y,58132.8,Y,N,Y,ND,N,0.963,3.818,4,Y,Y,N,Y,Y,0.03,Oriola Oyj (formerly Oriola-KD Corporati (OKDAV)
1039,Orion Oyj,ORNAV,2020.0,211453.0,FI19992126,FI0009014369,60390,Large,Health Care,Health Care,2010,Finland,Y,EUR,1078.1,Y,Y,Y,558712.8,Y,N,Y,259,Y,26.309,ND,12,Y,Y,N,N,Y,1.56,Orion Oyj (ORNAV)
1040,Orion Oyj,ORNAV,2021.0,211453.0,FI19992126,FI0009014369,60390,Large,Health Care,Health Care,2010,Finland,Y,EUR,1041,Y,Y,Y,564145.2,N,Y,Y,266,Y,24.441,554.14,12,Y,Y,Y,Y,Y,1.38,Orion Oyj (ORNAV)
1041,Orion Oyj,ORNAV,2022.0,211453.0,FI19992126,FI0009014369,60390,Large,Health Care,Health Care,2010,Finland,,EUR,1340.6,Y,Y,Y,557395.1996,N,N,Y,259,Y,24.046,290.43,13,Y,Y,Y,N,Y,2.49,Orion Oyj (ORNAV)
1042,Orion Oyj,ORNAV,2014.0,211453.0,FI19992126,FI0009014377,60390,Large,Health Care,Health Care,4500,Finland,Y,EUR,1015.3,Y,Y,Y,567778,N,Y,Y,272,Y,44.4,ND,6,N,Y,N,Y,Y,1.5,Orion Oyj (ORNAV)
1043,Orion Oyj,ORNAV,2015.0,211453.0,FI19992126,FI0009014377,60390,Large,Health Care,Health Care,4500,Finland,Y,EUR,1016,Y,Y,Y,548338,Y,Y,Y,280,Y,41.2,1.6,6,N,Y,Y,Y,Y,1.48,Orion Oyj (ORNAV)
1044,Orion Oyj,ORNAV,2016.0,211453.0,FI19992126,FI0009014377,60390,Large,Health Care,Health Care,4500,Finland,Y,EUR,1073.5,Y,Y,Y,581184,Y,Y,Y,275,Y,44.6,ND,11,N,Y,Y,Y,Y,1.8,Orion Oyj (ORNAV)
1045,Orion Oyj,ORNAV,2017.0,211453.0,FI19992126,FI0009014377,60390,Large,Health Care,Health Care,4500,Finland,Y,EUR,1084.6,Y,Y,Y,578945,N,N,N,266,Y,44.6,1.8,9,N,Y,Y,Y,Y,1.6,Orion Oyj (ORNAV)
1046,Orion Oyj,ORNAV,2018.0,211453.0,FI19992126,FI0009014377,60390,Large,Health Care,Health Care,4500,Finland,Y,EUR,977.5,Y,Y,Y,558712.8,N,Y,N,256,Y,39.581,ND,10,N,Y,Y,Y,Y,1.4,Orion Oyj (ORNAV)
1047,Orion Oyj,ORNAV,2019.0,211453.0,FI19992126,FI0009014377,60390,Large,Healthcare,Drug Manufacturers - General,4500,Finland,Y,EUR,1051,Y,Y,Y,570391.2,Y,N,Y,260,Y,20,ND,12,N,Y,Y,Y,Y,1.43,Orion Oyj (ORNAV)
1048,Metso Outotec Oyj,METSO,2021.0,339015.0,FI08281054,FI0009014575,60840,Large,Industrial Goods and Services,Industrial Goods and Services,5020,Finland,Y,EUR,4236,Y,Y,Y,1626000,Y,N,Y,381,N,134.927,3320,12,N,Y,N,Y,Y,0.41,Metso Outotec Oyj (METSO)
1049,Metso Outotec Oyj,METSO,2022.0,339015.0,FI08281054,FI0009014575,60840,Large,Industrials,Industrial Goods and Services,5020,Finland,,EUR,5295,Y,Y,Y,1645000,Y,N,Y,381,N,133.819,3650,13,Y,Y,Y,Y,Y,0.36,Metso Outotec Oyj (METSO)
1050,Metso Outotec Oyj,METSO,2014.0,279353.0,FI08281054,FI0009014575,6084,Large,Industrials,Industrial Goods & Services,2700,Finland,Y,EUR,1911.5,Y,Y,Y,156800,Y,Y,Y,63,N,30.4,22.267,4,Y,Y,0.9,Y,Y,0.51,Metso Outotec Oyj  (Outotec Oyj) (MOCORP)
1051,Metso Outotec Oyj,METSO,2015.0,279353.0,FI08281054,FI0009014575,6084,Mid,Industrials,Industrial Goods & Services,2700,Finland,Y,EUR,1201.2,Y,Y,Y,164500,Y,Y,Y,64,N,33.9,21.762,6,Y,Y,Y,Y,Y,-0.1,Metso Outotec Oyj  (Outotec Oyj) (MOCORP)
1052,Metso Outotec Oyj,METSO,2016.0,279353.0,FI08281054,FI0009014575,6084,Mid,Industrials,Industrial Goods & Services,2700,Finland,Y,EUR,1057.9,Y,Y,Y,165500,Y,Y,Y,69,N,11.2,14.952,ND,N,Y,N,N,Y,-0.4,Metso Outotec Oyj  (Outotec Oyj) (MOCORP)
1053,Metso Outotec Oyj,METSO,2017.0,279353.0,FI08281054,FI0009014575,6084,Mid,Industrials,Industrial Goods & Services,2700,Finland,Y,EUR,1139.2,Y,Y,Y,160000,Y,Y,Y,54,N,12.2,555.747,2,N,Y,N,N,Y,0,Metso Outotec Oyj  (Outotec Oyj) (MOCORP)
1054,Metso Outotec Oyj,METSO,2018.0,279353.0,FI08281054,FI0009014575,6084,Mid,Industrials,Industrial Goods & Services,2700,Finland,Y,EUR,1276.5,Y,Y,Y,154900,Y,N,N,63.175,N,11.469,532.236,ND,Y,Y,Y,Y,Y,-0.42,Metso Outotec Oyj  (Outotec Oyj) (MOCORP)
1055,Metso Outotec Oyj,METSO,2019.0,279353.0,FI08281054,FI0009014575,6084,Large,Consumer Goods,Food & Beverage,3500,Finland,N,EUR,1210,Y,Y,Y,156000,Y,Y,Y,64,N,10.36,586,5,N,Y,0.0034,Y,Y,0.1,Metso Outotec Oyj  (Outotec Oyj) (MOCORP)
1056,Metso Outotec Oyj,METSO,2020.0,279353.0,FI 109 95930,FI0009014575,6084,Large,Industrials,Industrial Goods & Services,5020,Finland,Y,EUR,3319,Y,Y,Y,ND,N,N,N,ND,N,51.097,985.493,0,N,Y,N,Y,Y,0.2,Metso Outotec Oyj  (Outotec Oyj) (MOCORP)
1057,SRV Group plc,SRV,2014.0,284971.0,FI17071868,FI0009015309,6345,Mid,Industrials,Construction & Materials,2300,Finland,N,EUR,684.4,Y,Y,Y,ND,N,N,Y,ND,ND,ND,ND,13,N,Y,N,N,N,0.33,SRV Group plc (SRV)
